Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Microorganism	PHVS_Microorganism_CDC	2.16.840.1.114222.4.11.1009	12	Microorganisms/infectious agents	Published	09/01/2020	Value set updated based on the September 1, 2020 US Edition of SNOMED CT 

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
27866000	Tadpole edema virus LT1 (organism)	Tadpole edema virus LT1 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
78207000	Tadpole edema virus LT2 (organism)	Tadpole edema virus LT2 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
62161000	Tadpole edema virus LT3 (organism)	Tadpole edema virus LT3 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
25368005	Tadpole edema virus LT4 (organism)	Tadpole edema virus LT4 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
90874008	Tadpole edema virus T10 (organism)	Tadpole edema virus T10 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
59453002	Tadpole edema virus T11 (organism)	Tadpole edema virus T11 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
23117001	Tadpole edema virus T12 (organism)	Tadpole edema virus T12 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73705007	Tadpole edema virus T13 (organism)	Tadpole edema virus T13 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
53121006	Tadpole edema virus T14 (organism)	Tadpole edema virus T14 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
27326006	Tadpole edema virus T15 (organism)	Tadpole edema virus T15 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
1930009	Tadpole edema virus T16 (organism)	Tadpole edema virus T16 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
83520009	Tadpole edema virus T17 (organism)	Tadpole edema virus T17 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
15706008	Tadpole edema virus T18 (organism)	Tadpole edema virus T18 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
83435007	Tadpole edema virus T19 (organism)	Tadpole edema virus T19 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
9371009	Tadpole edema virus T20 (organism)	Tadpole edema virus T20 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
68828002	Tadpole edema virus T21 (organism)	Tadpole edema virus T21 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
82771000	Tadpole edema virus T6 (organism)	Tadpole edema virus T6 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
56996003	Tadpole edema virus T7 (organism)	Tadpole edema virus T7 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88953009	Tadpole edema virus T8 (organism)	Tadpole edema virus T8 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
43282001	Tadpole edema virus T9 (organism)	Tadpole edema virus T9 (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
91624002	Taeniolella stilbospora (organism)	Taeniolella stilbospora (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415002	Taggert virus (organism)	Taggert virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6895004	Tahyna virus (organism)	Tahyna virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
50664004	Taiassui virus (organism)	Taiassui virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
42477001	Tailed phage group (Bacteria and cyanobacteria hosts) (organism)	Tailed phage group (Bacteria and cyanobacteria hosts) (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
724055009	Talaromyces ruber (organism)	Talaromyces ruber (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
80796006	Tamdy virus (organism)	Tamdy virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
49516002	Tamiami virus (organism)	Tamiami virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
69683003	Tanapox virus (organism)	Tanapox virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
420048009	Tannerella forsythia (organism)	Tannerella forsythia (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4440004	Tataguine virus (organism)	Tataguine virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8321000146105	Tatumella citrea (organism)	Tatumella citrea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
1546007	Tatumella ptyseos (organism)	Tatumella ptyseos (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8311000146100	Tatumella punctata (organism)	Tatumella punctata (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
8301000146102	Tatumella terrea (organism)	Tatumella terrea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34203002	Taunton virus (organism)	Taunton virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
25783003	Tausonia pullulans (organism)	Tausonia pullulans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439484006	Taylorella asinigenitalis (organism)	Taylorella asinigenitalis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
40882009	Taylorella equigenitalis (organism)	Taylorella equigenitalis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441058006	Tectibacter vulgaris (organism)	Tectibacter vulgaris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
57929008	Tectivirus group (organism)	Tectivirus group (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
68428005	Teeth fungus (organism)	Teeth fungus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
85869000	Tehran virus (organism)	Tehran virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113698007	Telluria chitinolytica (organism)	Telluria chitinolytica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113699004	Telluria mixta (organism)	Telluria mixta (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
4729008	Tembusu virus (organism)	Tembusu virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441301003	Tenacibaculum amylolyticum (organism)	Tenacibaculum amylolyticum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6401000146105	Tenacibaculum discolor (organism)	Tenacibaculum discolor (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441302005	Tenacibaculum maritimum (organism)	Tenacibaculum maritimum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441286007	Tenacibaculum mesophilum (organism)	Tenacibaculum mesophilum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441287003	Tenacibaculum ovolyticum (organism)	Tenacibaculum ovolyticum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440943009	Tenacibaculum skagerrakense (organism)	Tenacibaculum skagerrakense (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34930001	Tensaw virus (organism)	Tensaw virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
314824006	Tentative flavivirus (organism)	Tentative flavivirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
314825007	Tentative mosquito borne flavivirus (organism)	Tentative mosquito borne flavivirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441151002	Tenuibacillus multivorans (organism)	Tenuibacillus multivorans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
734209009	Tepidamorphus gemmatus (organism)	Tepidamorphus gemmatus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441336004	Tepidibacter formicigenes (organism)	Tepidibacter formicigenes (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441126003	Tepidibacter thalassicus (organism)	Tepidibacter thalassicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440961000	Tepidimonas aquatica (organism)	Tepidimonas aquatica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441179008	Tepidimonas ignava (organism)	Tepidimonas ignava (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438964009	Tepidiphilus margaritifer (organism)	Tepidiphilus margaritifer (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441321002	Terasakiella pusilla (organism)	Terasakiella pusilla (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
61734008	Terebrospina (organism)	Terebrospina (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6784003	Terebrospina chattoni (organism)	Terebrospina chattoni (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441168003	Teredinibacter turnerae (organism)	Teredinibacter turnerae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717082008	Terrabacter koreensis (organism)	Terrabacter koreensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114072008	Terrabacter tumescens (organism)	Terrabacter tumescens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440938002	Terracoccus luteus (organism)	Terracoccus luteus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717059006	Terribacillus (organism)	Terribacillus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717067003	Terribacillus goriensis (organism)	Terribacillus goriensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717060001	Terribacillus halophilus (organism)	Terribacillus halophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
717064005	Terribacillus saccharophilus (organism)	Terribacillus saccharophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434542002	Terrimonas ferruginea (organism)	Terrimonas ferruginea (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
112279007	Terrisporobacter glycolicus (organism)	Terrisporobacter glycolicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
113585008	Terrisporobacter mayombei (organism)	Terrisporobacter mayombei (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440846000	Tessaracoccus bendigoensis (organism)	Tessaracoccus bendigoensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6391000146107	Tessaracoccus flavescens (organism)	Tessaracoccus flavescens (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
708569001	Tessaracoccus oleiagri (organism)	Tessaracoccus oleiagri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
7969005	Tete virus (organism)	Tete virus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
277502005	Tetracycline-resistant Neisseria gonorrhoeae (organism)	Tetracycline-resistant Neisseria gonorrhoeae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438324001	Tetragenococcus halophilus (organism)	Tetragenococcus halophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438357004	Tetragenococcus muriaticus (organism)	Tetragenococcus muriaticus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
431990001	Tetragenococcus solitarius (organism)	Tetragenococcus solitarius (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
78624003	Tetrahymena (organism)	Tetrahymena (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
62801000	Tetrahymena corlissi (organism)	Tetrahymena corlissi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
11752006	Tetrahymena limacis (organism)	Tetrahymena limacis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
112410001	Tetramitus (organism)	Tetramitus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
34507000	Tetramitus rostratus (organism)	Tetramitus rostratus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
415967007	Tetraploa aristata (organism)	Tetraploa aristata (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438358009	Tetrasphaera australiensis (organism)	Tetrasphaera australiensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
428386008	Tetrasphaera duodecadis (organism)	Tetrasphaera duodecadis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439486008	Tetrasphaera elongata (organism)	Tetrasphaera elongata (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439600006	Tetrasphaera japonica (organism)	Tetrasphaera japonica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73176003	Tetratrichomonas (organism)	Tetratrichomonas (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
73478006	Tetratrichomonas anatis (organism)	Tetratrichomonas anatis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
88742006	Tetratrichomonas anseri (organism)	Tetratrichomonas anseri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
16467008	Tetratrichomonas buttreyi (organism)	Tetratrichomonas buttreyi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
77851000	Tetratrichomonas gallinarum (organism)	Tetratrichomonas gallinarum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
74569009	Tetratrichomonas microti (organism)	Tetratrichomonas microti (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
49925001	Tetratrichomonas ovis (organism)	Tetratrichomonas ovis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65193000	Tetratrichomonas pavlovi (organism)	Tetratrichomonas pavlovi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441059003	Thalassobacillus devorans (organism)	Thalassobacillus devorans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
434115005	Thalassobacter stenotrophicus (organism)	Thalassobacter stenotrophicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441303000	Thalassolituus oleivorans (organism)	Thalassolituus oleivorans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441288008	Thalassomonas ganghwensis (organism)	Thalassomonas ganghwensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441289000	Thalassomonas viridans (organism)	Thalassomonas viridans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441388006	Thalassospira lucentensis (organism)	Thalassospira lucentensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
70231009	Thamnidium (organism)	Thamnidium (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65916005	Thamnidium chaetocladioides (organism)	Thamnidium chaetocladioides (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
12344008	Thamnidium elegans (organism)	Thamnidium elegans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
6381000146105	Thanatephorus cucumeris (organism)	Thanatephorus cucumeris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441152009	Thauera aminoaromatica (organism)	Thauera aminoaromatica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441127007	Thauera aromatica (organism)	Thauera aromatica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441128002	Thauera chlorobenzoica (organism)	Thauera chlorobenzoica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440962007	Thauera linaloolentis (organism)	Thauera linaloolentis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440963002	Thauera mechernichensis (organism)	Thauera mechernichensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441234003	Thauera phenylacetica (organism)	Thauera phenylacetica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441180006	Thauera selenatis (organism)	Thauera selenatis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441034007	Thauera terpenica (organism)	Thauera terpenica (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
91475005	Theileria (organism)	Theileria (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
71498009	Theileria annulata (organism)	Theileria annulata (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
89075002	Theileria camelensis (organism)	Theileria camelensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
60053004	Theileria cervi (organism)	Theileria cervi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
449849000	Theileria equi (organism)	Theileria equi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
59197007	Theileria hirci (organism)	Theileria hirci (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
62668007	Theileria mutans (organism)	Theileria mutans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
36194009	Theileria ovis (organism)	Theileria ovis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
75445002	Theileria parva (organism)	Theileria parva (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
21285000	Theileria parva bovis (organism)	Theileria parva bovis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
57644007	Theileria parva lawrencei (organism)	Theileria parva lawrencei (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
7004000	Theileria parva parva (organism)	Theileria parva parva (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
27004001	Theileria separata (organism)	Theileria separata (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
269003	Theileria sergenti (organism)	Theileria sergenti (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
56997007	Theileria tarandi (organism)	Theileria tarandi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
82551007	Theileria taurotragi (organism)	Theileria taurotragi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
38693005	Theileria velifera (organism)	Theileria velifera (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
407352009	Theilovirus (organism)	Theilovirus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
65905003	Thelohania (organism)	Thelohania (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
59357000	Thelohania apodemi (organism)	Thelohania apodemi (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
3103009	Thelohania baueri (organism)	Thelohania baueri (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440869002	Thermacetogenium phaeum (organism)	Thermacetogenium phaeum (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
438386001	Thermaerobacter marianensis (organism)	Thermaerobacter marianensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
439682001	Thermaerobacter nagasakiensis (organism)	Thermaerobacter nagasakiensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
385454006	Thermaerobacter subterraneus (organism)	Thermaerobacter subterraneus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440939005	Thermanaeromonas toyohensis (organism)	Thermanaeromonas toyohensis (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440847009	Thermanaerovibrio acidaminovorans (organism)	Thermanaerovibrio acidaminovorans (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440848004	Thermanaerovibrio velox (organism)	Thermanaerovibrio velox (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440864007	Thermicanus aegyptius (organism)	Thermicanus aegyptius (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441436003	Thermithiobacillus tepidarius (organism)	Thermithiobacillus tepidarius (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
90265001	Thermoactinomyces dichotomicus (organism)	Thermoactinomyces dichotomicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
79939006	Thermoactinomyces intermedius (organism)	Thermoactinomyces intermedius (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
522007	Thermoactinomyces peptonophilus (organism)	Thermoactinomyces peptonophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114006005	Thermoactinomyces putidus (organism)	Thermoactinomyces putidus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
112350002	Thermoactinomyces vulgaris (organism)	Thermoactinomyces vulgaris (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114255009	Thermoactinomycetes (organism)	Thermoactinomycetes (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441293006	Thermoanaerobacter acetoethylicus (organism)	Thermoanaerobacter acetoethylicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441304006	Thermoanaerobacter brockii (organism)	Thermoanaerobacter brockii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441446001	Thermoanaerobacter brockii subspecies brockii (organism)	Thermoanaerobacter brockii subspecies brockii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441410005	Thermoanaerobacter brockii subspecies finnii (organism)	Thermoanaerobacter brockii subspecies finnii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441416004	Thermoanaerobacter brockii subspecies lactiethylicus (organism)	Thermoanaerobacter brockii subspecies lactiethylicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440944003	Thermoanaerobacter ethanolicus (organism)	Thermoanaerobacter ethanolicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441153004	Thermoanaerobacter italicus (organism)	Thermoanaerobacter italicus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441154005	Thermoanaerobacter kivui (organism)	Thermoanaerobacter kivui (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440883000	Thermoanaerobacter mathranii (organism)	Thermoanaerobacter mathranii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440884006	Thermoanaerobacter siderophilus (organism)	Thermoanaerobacter siderophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440964008	Thermoanaerobacter sulfurophilus (organism)	Thermoanaerobacter sulfurophilus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
432360000	Thermoanaerobacter thermocopriae (organism)	Thermoanaerobacter thermocopriae (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
440965009	Thermoanaerobacter thermohydrosulfuricus (organism)	Thermoanaerobacter thermohydrosulfuricus (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
441181005	Thermoanaerobacter wiegelii (organism)	Thermoanaerobacter wiegelii (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
114211003	Thermoanaerobacterium aotearoense (organism)	Thermoanaerobacterium aotearoense (organism)		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20200901	SCT
