"fullname"	"fullname_new"	"ref"	"prevalence"
"Cristellaria (Robulina) cultrata"	"Lenticulina cultrata"	"Montfort, 1808"	3
"Cristellaria (Robulina) foliata"	"Lenticulina foliata"	"Stache, 1864"	3
"Cristellaria (Robulina) lata"	"Lenticulina lata"	"Reuss, 1863"	3
"Cristellaria (Robulina) limbosa"	"Lenticulina limbosa"	"Reuss, 1863"	3
"Cristellaria (Saracenaria) hannoverana"	"Saracenaria hannoverana"	"Franke, 1936"	3
"Cristellaria albatrossi"	"Astacolus albatrossi"	"Cushman, 1923"	3
"Cristellaria antillea"	"Lenticulina antillea"	"Cushman, 1923"	3
"Cristellaria arcuata"	"Saracenaria arcuata"	"DOrbigny, 1846"	3
"Cristellaria articulata"	"Lenticulina articulata"	"Terquem, 1862"	3
"Cristellaria bradyi"	"Marginulinopsis bradyi"	"Goes, 1894"	3
"Cristellaria calcar"	"Lenticulina calcar"	"Linnaeus, 1758"	3
"Cristellaria calcarata"	"Lenticulina calcarata"	"Cushman, 1917"	3
"Cristellaria convergens"	"Lenticulina convergens"	"Bornemann, 1855"	3
"Cristellaria cultrata"	"Lenticulina cultrata"	"Montfort, 1808"	3
"Cristellaria denticulifera"	"Lenticulina denticulifera"	"Cushman, 1913"	3
"Cristellaria depressa"	"Lenticulina depressa"	"DOrbigny in Fornasini, 1902"	3
"Cristellaria dorbignyi"	"Lenticulina dorbignyi"	"Silvestri, 1906"	3
"Cristellaria dorsocostata"	"Lenticulina dorsocostata"	"Cushman, 1917"	3
"Cristellaria elegantissima"	"Lenticulina elegantissima"	"Wisniowski, 1890"	3
"Cristellaria ensiformis"	"Marginulina ensiformis"	"Goes, 1896"	3
"Cristellaria expansa"	"Lenticulina expansa"	"Cushman, 1917"	3
"Cristellaria flinti"	"Lenticulina flinti"	"Wiesner, 1931"	3
"Cristellaria formosa"	"Lenticulina formosa"	"Cushman, 1923"	3
"Cristellaria gemmata"	"Planularia gemmata"	"Brady, 1881"	3
"Cristellaria gibba"	"Lenticulina gibba"	"DOrbigny, 1839"	3
"Cristellaria gutticostata"	"Lenticulina gutticostata"	"Gumbel, 1868"	3
"Cristellaria haswelli"	"Astacolus haswelli"	"Goddard, 1907"	3
"Cristellaria helicina"	"Lenticulina helicina"	"Cushman, 1917"	3
"Cristellaria helicinoides"	"Lenticulina helicinoides"	"Cushman, 1917"	3
"Cristellaria iota"	"Lenticulina iota"	"Cushman, 1923"	3
"Cristellaria lanceolata"	"Planularia lanceolata"	"DOrbigny, 1846"	3
"Cristellaria latifrons"	"Saracenaria latifrons"	"Brady, 1884"	3
"Cristellaria limbosa"	"Lenticulina limbosa"	"Reuss, 1863"	3
"Cristellaria lucida"	"Lenticulina lucida"	"Cushman, 1923"	3
"Cristellaria miocenica"	"Lenticulina miocenica"	"Chapman, 1900"	3
"Cristellaria mirabilis"	"Planularia mirabilis"	"Chapman, 1902"	3
"Cristellaria nigrisepta"	"Lenticulina nigrisepta"	"Koch, 1926"	3
"Cristellaria nikobarensis"	"Lenticulina nikobarensis"	"Schwager, 1866"	3
"Cristellaria occidentalis"	"Neolenticulina occidentalis"	"Cushman, 1923"	3
"Cristellaria orbicularis"	"Lenticulina orbicularis"	"DOrbigny, 1826"	3
"Cristellaria paucicostata"	"Lenticulina paucicostata"	"Cushman, 1917"	3
"Cristellaria peregrina"	"Neolenticulina peregrina"	"Schwager, 1866"	3
"Cristellaria reniformis"	"Vaginulinopsis reniformis"	"DOrbigny, 1846"	3
"Cristellaria rotulata"	"Lenticulina rotulata"	"Lamarck, 1804"	3
"Cristellaria saulcyi"	"Lenticulina saulcyi"	"DOrbigny, 1839"	3
"Cristellaria septentrionalis"	"Lenticulina septentrionalis"	"Cushman, 1923"	3
"Cristellaria siddalliana"	"Planularia siddalliana"	"Brady, 1881"	3
"Cristellaria spinigera"	"Vaginulina spinigera"	"Brady, 1881"	3
"Cristellaria subaculeata"	"Vaginulinopsis subaculeata"	"Cushman, 1923"	3
"Cristellaria subaculeata glabrata"	"Percultazonaria subaculeata glabrata"	"Cushman, 1923"	3
"Cristellaria subalata"	"Lenticulina subalata"	"Reuss, 1854"	3
"Cristellaria subcrassa"	"Lenticulina subcrassa"	"DOrbigny, 1852"	3
"Cristellaria submamilligera"	"Lenticulina submamilligera"	"Cushman, 1917"	3
"Cristellaria tenuis"	"Marginulinopsis tenuis"	"Bornemann, 1855"	3
"Cristellaria tenuissima"	"Astacolus tenuissima"	"Heron-Allen et al., 1932"	3
"Cristellaria tumidocostata"	"Lenticulina tumidocostata"	"Cushman, 1917"	3
"Cristellaria variabilis"	"Neolenticulina variabilis"	"Reuss, 1850"	3
"Cristellaria vicksburgensis"	"Lenticulina vicksburgensis"	"Cushman, 1922"	3
"Cristellaria volpicelli"	"Saracenaria volpicelli"	"Costa, 1855"	3
"Cristellaria vortex"	"Lenticulina vortex"	"Fichtel et al., 1798"	3
"Crithiona abyssorum"	"Crithionina abyssorum"	"Kiaer, 1899"	3
"Crithiona granum"	"Crithionina granum"	"Goes, 1894"	3
"Crithionina goesi"	"Pseudowebbinella goesi"	"Hoglund, 1947"	3
"Crithionina lens"	"Daitrona lens"	"Goes, 1896"	3
"Crithionina rotundata"	"Oryctoderma rotundata"	"Cushman, 1910"	3
"Cromyosphaera vivenkensis"	"Praeconocaryomma vivenkensis"	"Lipman, 1967"	3
"Cronobacter helveticus"	"Franconibacter helveticus"	"Brady et al., 2013"	1
"Cronobacter pulveris"	"Franconibacter pulveris"	"Brady et al., 2013"	1
"Cronobacter zurichensis"	"Siccibacter turicensis"	"Brady et al., 2013"	1
"Crouchina semialbida"	"Orbitina semialbida"	"McCulloch, 1981"	3
"Crouchina taguscovensis"	"Orbitina taguscovensis"	"McCulloch, 1977"	3
"Crucella corralitosensis"	"Tetraditryma corralitosensis"	"Pessagno, 1977"	3
"Crucella imbricata"	"Higumastra imbricata"	"Ozvoldova, 1979"	3
"Crucella sanfilippoae"	"Pseudocrucella sanfilippoae"	"Pessagno, 1977"	3
"Crucella zealis"	"Tetratrabs zealis"	"Ozvoldova, 1979"	3
"Cruciloculina ericsoni"	"Cribromiliolinella ericsoni"	"Loeblich et al., 1957"	3
"Cruciloculina striata"	"Cribromiliolinella striata"	"Loeblich et al., 1957"	3
"Crumia albida"	"Glabratellina albida"	"McCulloch, 1977"	3
"Crumia laveliana"	"Glabratellina laveliana"	"McCulloch, 1981"	3
"Cryobacterium mesophilum"	"Terrimesophilobacter mesophilus"	"Dastager et al., 2008"	2
"Crypticola entomophaga"	"Halocrusticida entomophaga"	"Dick, 1998"	3
"Cryptochilium echini"	"Cryptochilum echini"	"Maupas, 1883"	3
"Cryptochilium griseolum"	"Cryptochilum griseolum"	"Maupas, 1883"	3
"Cryptochilum tortum"	"Urocryptum tortum"	"Maupas, 1883"	3
"Cryptococcus adeliensis"	"Naganishia adeliensis"	"Scorzetti et al., 2000"	3
"Cryptococcus albidosimilis"	"Naganishia albidosimilis"	"Vishniac et al., 1992"	3
"Cryptococcus allantoinivorans"	"Pseudotremella allantoinivorans"	"Middelhoven, 2004"	3
"Cryptococcus anemochoreius"	"Papiliotrema anemochoreius"	"Pohl et al., 2006"	3
"Cryptococcus arrabidensis"	"Heterocephalacria arrabidensis"	"A Fonseca et al., 2000"	3
"Cryptococcus aspenensis"	"Papiliotrema aspenensis"	"Ferreira-Paim et al."	3
"Cryptococcus bacillaris"	"Starmerella bacillaris"	"Skinner, 1950"	3
"Cryptococcus baii"	"Papiliotrema baii"	"Yurkov et al., 2015"	3
"Cryptococcus bestiolae"	"Kwoniella bestiolae"	"Thanh et al., 2006"	3
"Cryptococcus bhutanensis"	"Naganishia bhutanensis"	"Goto et al., 1970"	3
"Cryptococcus carnescens"	"Vishniacozyma carnescens"	"Takash et al., 2003"	3
"Cryptococcus cerealis"	"Naganishia cerealis"	"Passoth et al., 2009"	3
"Cryptococcus cisti-albidi"	"Dimennazyma cisti-albidi"	"A Fonseca et al., 2005"	3
"Cryptococcus dejecticola"	"Kwoniella dejecticola"	"Thanh et al., 2006"	3
"Cryptococcus dermatitidis"	"Blastomyces dermatitidis"	"Neveu-Lem, 1908"	3
"Cryptococcus diffluens"	"Naganishia diffluens"	"Lodder et al., 1952"	3
"Cryptococcus dimennae"	"Vishniacozyma dimennae"	"Fell et al., 1967"	3
"Cryptococcus flavescens"	"Papiliotrema flavescens"	"Skinner, 1950"	3
"Cryptococcus fonsecae"	"Papiliotrema fonsecae"	"De Garcia et al., 2012"	3
"Cryptococcus frias"	"Papiliotrema frias"	"De Garcia et al., 2012"	3
"Cryptococcus friedmannii"	"Naganishia friedmannii"	"Vishniac, 1985"	3
"Cryptococcus gilchristii"	"Blastomyces gilchristii"	"Vuill, 1904"	3
"Cryptococcus glutinis"	"Rhodotorula glutinis"	"Fresen, 1852"	2
"Cryptococcus gropengiesseri"	"Candida gropengiesseri"	"Skinner, 1950"	2
"Cryptococcus guttulatus"	"Cyniclomyces guttulatus"	"Robin, 1853"	3
"Cryptococcus lacticolor"	"Pseudotremella lacticolor"	"Satoh et al., 2013"	3
"Cryptococcus laurentii"	"Papiliotrema laurentii"	"Skinner, 1950"	3
"Cryptococcus liquefaciens"	"Naganishia liquefaciens"	"Saito et al., 2000"	3
"Cryptococcus ludwigii"	"Rhodotorula ludwigii"	"Anderson, 1918"	2
"Cryptococcus mangalensis"	"Papiliotrema mangalensis"	"Fell et al., 2011"	3
"Cryptococcus mujuensis"	"Fonsecazyma mujuensis"	"Shin et al., 2006"	3
"Cryptococcus nanyangensis"	"Rhynchogastrema nanyangensis"	"Hui et al., 2012"	3
"Cryptococcus nemorosus"	"Papiliotrema nemorosus"	"Golubev et al., 2003"	3
"Cryptococcus onofrii"	"Naganishia onofrii"	"Turchetti et al., 2014"	3
"Cryptococcus penaeus"	"Vishniacozyma penaeus"	"Takash et al., 2003"	3
"Cryptococcus perniciosus"	"Papiliotrema perniciosus"	"Golubev et al., 2003"	3
"Cryptococcus psychrotolerans"	"Vishniacozyma psychrotolerans"	"De Garcia et al., 2012"	3
"Cryptococcus rajasthanensis"	"Papiliotrema rajasthanensis"	"Saluja et al., 2007"	3
"Cryptococcus randhawae"	"Naganishia randhawae"	"Khan et al., 2010"	3
"Cryptococcus ruineniae"	"Papiliotrema ruineniae"	"Yurkov et al., 2015"	3
"Cryptococcus shivajii"	"Kwoniella shivajii"	"Ravella et al., 2010"	3
"Cryptococcus skinneri"	"Phaeotremella skinneri"	"Phaff et al., 1962"	3
"Cryptococcus spencermartinsiae"	"Gelidatrema spencermartinsiae"	"Garcia et al., 2010"	3
"Cryptococcus statzelliae"	"Dioszegia statzelliae"	"Thomas-Hall et al., 2002"	3
"Cryptococcus surugaensis"	"Hannaella surugaensis"	"Nagah et al., 2003"	3
"Cryptococcus taeanensis"	"Papiliotrema taeanensis"	"Shin et al., 2005"	3
"Cryptococcus tibetensis"	"Genolevuria tibetensis"	"Bai et al., 2007"	3
"Cryptococcus tronadorensis"	"Fonsecazyma tronadorensis"	"De Garcia et al., 2012"	3
"Cryptococcus uzbekistanensis"	"Naganishia uzbekistanensis"	"A Fonseca et al., 2000"	3
"Cryptococcus vaughanmartiniae"	"Naganishia vaughanmartiniae"	"Turchetti et al., 2015"	3
"Cryptococcus victoriae"	"Vishniacozyma victoriae"	"Montes et al., 1999"	3
"Cryptococcus vishniacii"	"Naganishia vishniacii"	"Vishniac et al., 1979"	3
"Cryptococcus yokohamensis"	"Tremella yokohamensis"	"Alshahni et al., 2011"	3
"Cryptococcus zeae"	"Hannaella zeae"	"Molnar et al., 2006"	3
"Cryptosphaeria acuta"	"Leptosphaeria acuta"	"Grev, 1824"	2
"Cryptosphaeria doliolum"	"Leptosphaeria doliolum"	"Grev, 1824"	2
"Cryptosphaeria tamaricis"	"Leptosphaeria tamaricis"	"Grev, 1823"	2
"Cryptospora baggei"	"Leptosphaeria baggei"	"Niessl, 1872"	2
"Ctenomyces eriotrephon"	"Trichophyton eriotrephon"	"Nann, 1934"	2
"Ctenomyces mentagrophytes"	"Trichophyton mentagrophytes"	"Langeron et al., 1930"	2
"Ctenomyces viannai"	"Beauveria viannai"	"Nann, 1934"	2
"Cucullospora mangrovei"	"Cucullosporella mangrovei"	"Hyde et al., 1986"	3
"Cucurbitaria aureola"	"Nectria aureola"	"Kuntze, 1898"	2
"Cucurbitaria australis"	"Hypomyces australis"	"Kuntze, 1898"	2
"Cucurbitaria bactridioides"	"Nectria bactridioides"	"Kuntze, 1898"	2
"Cucurbitaria balansae"	"Nectria balansae"	"Kuntze, 1898"	2
"Cucurbitaria brassicae"	"Nectria brassicae"	"Kuntze, 1898"	2
"Cucurbitaria carneorosea"	"Nectria carneorosea"	"Kuntze, 1898"	2
"Cucurbitaria cicatricum"	"Fusarium cicatricum"	"Kuntze, 1898"	2
"Cucurbitaria cinnabarina"	"Nectria cinnabarina"	"Grev, 1825"	2
"Cucurbitaria dealbata"	"Nectria dealbata"	"Kuntze, 1898"	2
"Cucurbitaria dioica"	"Leptosphaeria dioica"	"Cooke, 1887"	2
"Cucurbitaria discophora"	"Nectria discophora"	"Kuntze, 1898"	2
"Cucurbitaria foliicola"	"Nectria foliicola"	"Kuntze, 1898"	2
"Cucurbitaria magnusiana"	"Nectria magnusiana"	"Kuntze, 1898"	2
"Cucurbitaria otagensis"	"Nectria otagensis"	"Kuntze, 1898"	2
"Cucurbitaria pallida"	"Nectria pallida"	"Kuntze, 1898"	2
"Cucurbitaria pallidula"	"Nectria pallidula"	"Kuntze, 1898"	2
"Cucurbitaria pandani"	"Nectria pandani"	"Kuntze, 1898"	2
"Cucurbitaria peziza"	"Nectria peziza"	"Kuntze, 1898"	2
"Cucurbitaria pityrodes"	"Nectria pityrodes"	"Kuntze, 1898"	2
"Cucurbitaria quisquiliaris"	"Nectria quisquiliaris"	"Kuntze, 1898"	2
"Cucurbitaria stenospora"	"Nectria stenospora"	"Kuntze, 1898"	2
"Cucurbitaria truncata"	"Nectria truncata"	"Kuntze, 1898"	2
"Cucurbitaria umbrina"	"Nectria umbrina"	"Kuntze, 1898"	2
"Cucurbitaria urceolus"	"Nectria urceolus"	"Kuntze, 1898"	2
"Cucurbitaria uredinicola"	"Nectria uredinicola"	"Kuntze, 1898"	2
"Cucurbitaria verrucosa"	"Nectria verrucosa"	"Kuntze, 1898"	2
"Culex auratus"	"Aedes auratus"	"Leicester, 1908"	2
"Culex sticticus"	"Aedes sticticus"	"Meigen, 1838"	2
"Culex sudanensis"	"Aedes sudanensis"	"Theobald, 1911"	2
"Culex sylvaticus"	"Aedes sylvaticus"	"Meigen, 1818"	2
"Culicada annulipes"	"Aedes annulipes"	"Taylor, 1914"	2
"Cuneolina angusta"	"Textulariella angusta"	"Cushman, 1919"	3
"Cunninghamia infundibulifera"	"Choanephora infundibulifera"	"Curr, 1873"	3
"Cupravidus yeoncheonense"	"Cupriavidus yeoncheonensis"	"Singh et al., 2015"	2
"Cupriavidus numazuensis"	"Wautersia numazuensis"	"Martinez-Aguilar et al., 2013"	2
"Cupriavidus yeoncheonense"	"Cupriavidus yeoncheonensis"	"Singh et al., 2015"	2
"Curtobacterium ginsengisoli"	"Gryllotalpicola ginsengisoli"	"Kim et al., 2008"	2
"Curtobacterium saperdae"	"Microbacterium saperdae"	"Yamada et al., 1972"	2
"Curtobacterium testaceum"	"Microbacterium testaceum"	"Yamada et al., 1972"	2
"Curvibacter fontana"	"Curvibacter fontanus"	"Ding et al., 2010"	2
"Curvisporium ribaldii"	"Curvularia ribaldii"	"Corbetta, 1963"	2
"Curvularia heteropogonicola"	"Exserohilum heteropogonicola"	"Alcorn, 1991"	2
"Cushmanella primitiva"	"Alliatina primitiva"	"Cushman et al., 1940"	3
"Cushmanina stelligera"	"Oolina stelligera"	"Brady, 1881"	3
"Cyclidium citrullus"	"Protocyclidium citrullus"	"Cohn"	3
"Cyclidium margaritaceum"	"Cinetochilum margaritaceum"	"Ehrenberg, 1831"	3
"Cyclidium milium"	"Paramecium milium"	"Muller, 1773"	3
"Cyclidium muscicola"	"Protocyclidium muscicola"	"Kahl, 1931"	3
"Cyclidium obliquum"	"Apocyclidium obliquum"	"Kahl, 1926"	3
"Cyclidium pediculus"	"Kerona pediculus"	"Muller, 1773"	3
"Cyclidium sphagnetorum"	"Protocyclidium sphagnetorum"	"Sramek-Husek"	3
"Cyclidium stercoris"	"Echinocyclidium stercoris"	"Powers, 1935"	3
"Cyclidium terricola"	"Protocyclidium terricola"	"Kahl, 1931"	3
"Cyclobacterium halophilum"	"Cyclobacterium xiamenense"	"Shahinpei et al., 2014"	3
"Cyclobacterium marinus"	"Cyclobacterium marinum"	"Raj et al., 1990"	3
"Cyclochaeta asterisci"	"Trichodina asterisci"	"Gruber, 1884"	3
"Cyclochaeta spongillae"	"Trichodina spongillae"	"Jackson, 1875"	3
"Cycloforina colomi"	"Adelosina colomi"	"Le Calvez et al., 1958"	3
"Cycloforina subpolygona"	"Quinqueloculina subpolygona"	"Parr, 1945"	3
"Cyclogramma blochmanni"	"Furgasonia blochmanni"	"Faure-Fremiet, 1967"	3
"Cyclogramma protectissima"	"Parafurgasonia protectissima"	"Penard, 1922"	3
"Cyclogramma rubens"	"Furgasonia rubens"	"Perty, 1852"	3
"Cyclogramma sorex"	"Parafurgasonia sorex"	"Penard, 1922"	3
"Cyclogramma tricirrata"	"Furgasonia tricirrata"	"Gelei, 1932"	3
"Cyclogyra carinata"	"Cornuspira carinata"	"Costa, 1856"	3
"Cyclogyra distincta"	"Cornuspira distincta"	"Cole et al., 2008"	3
"Cyclogyra foliacea"	"Cornuspira foliacea"	"Philippi, 1844"	3
"Cyclogyra hadai"	"Cornuspira hadai"	"Saidova, 1975"	3
"Cyclogyra incurvata"	"Cornuspira incurvata"	"Saidova, 1975"	3
"Cyclogyra involvens"	"Cornuspira involvens"	"Reuss, 1850"	3
"Cyclogyra planorbis"	"Cornuspira planorbis"	"Schultze, 1853"	3
"Cyclogyra selseyensis"	"Cornuspira selseyensis"	"Heron-Allen et al., 1909"	3
"Cyclogyra subinvolvens"	"Cornuspira subinvolvens"	"McCulloch, 1981"	3
"Cyclogyra veleronis"	"Cornuspira veleronis"	"McCulloch, 1981"	3
"Cyclotella nana"	"Thalassiosira nana"	"Hust"	3
"Cyclotella rotula"	"Stephanodiscus rotula"	"Kutz"	3
"Cyclotrichium sphaericum"	"Dicyclotrichium sphaericum"	"Faure-Fremiet, 1924"	3
"Cyclotrichium vernalis"	"Stokesia vernalis"	"Wenrich"	3
"Cylindrium fragrans"	"Geotrichum fragrans"	"Burns, 1933"	3
"Cylindrium fungorum"	"Chalara fungorum"	"Sacc, 1873"	3
"Cylindrium suaveolens"	"Saprochaete suaveolens"	"Burns, 1933"	3
"Cylindrocarpon gymnosporangii"	"Nectria gymnosporangii"	"Rossman, 1983"	2
"Cylindrosporium crassipes"	"Chalara crassipes"	"Preuss, 1851"	3
"Cylindrosporium inflatipes"	"Chalara inflatipes"	"Preuss, 1851"	3
"Cylindrosporium longipes"	"Chalara longipes"	"Preuss, 1851"	3
"Cymatosira laevis"	"Synedropsis laevis"	"Heiden in Heiden et al."	3
"Cymbalopora tabellaeformis"	"Cymbaloporella tabellaeformis"	"Brady, 1884"	3
"Cymbaloporetta bulloides"	"Tretomphalus bulloides"	"DOrbigny, 1839"	3
"Cymbaloporetta tabellaeformis"	"Cymbaloporella tabellaeformis"	"Brady, 1884"	3
"Cymbella brehmii"	"Encyonema brehmii"	"Hust"	3
"Cymbella latens"	"Encyonema latens"	"Krasske"	3
"Cymbella muelleri"	"Encyonema muelleri"	"Hust"	3
"Cymbella muelleri ventricosa"	"Encyonema muelleri ventricosa"	"Reimer"	3
"Cymbella norvegica"	"Encyonema norvegica"	"Grunow"	3
"Cymbella pediculus"	"Amphora pediculus"	"Kutzing"	3
"Cymbella sinuata"	"Reimeria sinuata"	"Greg"	3
"Cymbella sinuata antiqua"	"Reimeria sinuata antiqua"	"Reimer"	3
"Cymbella triangulum"	"Encyonema triangulum"	"Cleve"	3
"Cyrtocalpis fabaeformis"	"Lamptonium fabaeformis"	"Krasheninnikov, 1960"	3
"Cyrtocapsa asseni"	"Hiscocapsa asseni"	"Tan, 1927"	3
"Cyrtocapsa grutterinki"	"Syringocapsa grutterinki"	"Tan Sin Hok, 1927"	3
"Cyrtocapsa molengraaffi"	"Tetracapsa molengraaffi"	"Tan Sin Hok, 1927"	3
"Cyrtocapsa pseudacerra"	"Stichomitra pseudacerra"	"Tan Sin Hok, 1927"	3
"Cyrtohymena balladynula"	"Oxytricha balladynula"	"Foissner, 1989"	3
"Cyrtohymena sphagnicola"	"Steinia sphagnicola"	"Aescht, 1994"	3
"Cyrtolophosis cavistoma"	"Paracondylostoma cavistoma"	"Gelei, 1954"	3
"Cyrtopera laguncula"	"Cyrtolagena laguncula"	"Haeckel, 1887"	3
"Cystammina galeata"	"Buzasina galeata"	"Brady, 1881"	3
"Cystamminella galeata"	"Buzasina galeata"	"Brady, 1881"	3
"Cystobacter minus"	"Archangium minus"	"McCurdy, 1970"	2
"Cystobacter violaceus"	"Archangium violaceum"	"Reichenbach, 2007"	2
"Cystopleura gibba"	"Rhopalodia gibba"	"Kuntze"	3
"Cystopleura turgida"	"Epithemia turgida"	"Kuntze"	3
"Cystopus bliti"	"Wilsoniana bliti"	"Lev, 1848"	3
"Cystopus brasiliensis"	"Pustula brasiliensis"	"Speg, 1891"	3
"Cystopus capparis"	"Albugo capparis"	"De Bary, 1863"	3
"Cystopus centaurii"	"Pustula centaurii"	"Hansf, 1954"	3
"Cystopus cynoglossi"	"Albugo cynoglossi"	"Unamuno, 1930"	3
"Cystopus eurotiae"	"Albugo eurotiae"	"Sacc et al., 1926"	3
"Cystopus evansii"	"Albugo evansii"	"Sacc et al., 1926"	3
"Cystopus evolvuli"	"Albugo evolvuli"	"Damle, 1943"	3
"Cystopus froelichiae"	"Albugo froelichiae"	"Sacc et al., 1912"	3
"Cystopus gomphrenae"	"Albugo gomphrenae"	"Speg, 1909"	3
"Cystopus ipomoeae-panduratae"	"Albugo ipomoeae-panduratae"	"Stev et al., 1889"	3
"Cystopus lepigoni"	"Albugo lepigoni"	"De Bary, 1863"	3
"Cystopus minor"	"Albugo minor"	"Cif"	3
"Cystopus occidentalis"	"Wilsoniana occidentalis"	"Sacc et al., 1912"	3
"Cystopus platensis"	"Wilsoniana platensis"	"Speg, 1891"	3
"Cystopus portulacae"	"Wilsoniana portulacae"	"Lev, 1848"	3
"Cystopus pulverulentus"	"Albugo pulverulentus"	"Berk et al., 1868"	3
"Cystopus resedae"	"Albugo resedae"	"Rayss, 1938"	3
"Cystopus solivae"	"Albugo solivae"	"Sacc et al., 1899"	3
"Cystopus solivarum"	"Albugo solivarum"	"Speg, 1925"	3
"Cystopus swertiae"	"Pustula swertiae"	"Sacc et al., 1910"	3
"Cystopus tillaeae"	"Albugo tillaeae"	"Lagerh, 1891"	3
"Cystopus tragopogonis"	"Pustula tragopogonis"	"Schrot, 1886"	3
"Cystopus trianthemae"	"Albugo trianthemae"	"Sacc et al., 1912"	3
"Cytidium citrinum"	"Physarum citrinum"	"Morgan, 1896"	3
"Cytidium globuliferum"	"Physarum globuliferum"	"Morgan, 1896"	3
"Cytidium melleum"	"Physarum melleum"	"Morgan, 1896"	3
"Cytidium penetrale"	"Physarum penetrale"	"Morgan, 1896"	3
"Cytidium pulcherrimum"	"Physarum pulcherrimum"	"Morgan, 1896"	3
"Cytobacillus ciccensis"	"Cytobacillus solani"	"Gupta et al., 2020"	2
"Cytophaga agarovorans"	"Marinilabilia salmonicolor"	"Reichenbach, 1989"	3
"Cytophaga aprica"	"Flammeovirga aprica"	"Reichenbach, 1989"	3
"Cytophaga aquatilis"	"Flavobacterium hydatis"	"Strohl et al., 1978"	2
"Cytophaga arvensicola"	"Chitinophaga arvensicola"	"Oyaizu et al., 1983"	3
"Cytophaga columnaris"	"Flavobacterium columnare"	"Reichenbach, 1989"	2
"Cytophaga diffluens"	"Persicobacter diffluens"	"Reichenbach, 1989"	3
"Cytophaga fermentans"	"Saccharicrinis fermentans"	"Bachmann, 1955"	3
"Cytophaga flevensis"	"Flavobacterium flevense"	"Van der Meulen et al., 1974"	2
"Cytophaga heparina"	"Pedobacter heparinus"	"Christensen, 1980"	2
"Cytophaga johnsonae"	"Flavobacterium johnsoniae"	"Stanier, 1947"	2
"Cytophaga latercula"	"Aquimarina latercula"	"Lewin, 1969"	3
"Cytophaga lytica"	"Cellulophaga lytica"	"Lewin, 1969"	3
"Cytophaga marina"	"Tenacibaculum maritimum"	"Reichenbach, 1989"	2
"Cytophaga marinoflava"	"Leeuwenhoekiella marinoflava"	"Reichenbach, 1989"	3
"Cytophaga pectinovora"	"Flavobacterium pectinovorum"	"Reichenbach, 1989"	2
"Cytophaga psychrophila"	"Flavobacterium psychrophilum"	"Reichenbach, 1989"	2
"Cytophaga saccharophila"	"Flavobacterium saccharophilum"	"Reichenbach, 1989"	2
"Cytophaga salmonicolor"	"Marinilabilia salmonicolor"	"Veldkamp, 1961"	3
"Cytophaga succinicans"	"Flavobacterium succinicans"	"Reichenbach, 1989"	2
"Cytophaga uliginosa"	"Zobellia uliginosa"	"Reichenbach, 1989"	3
"Cytophaga xylanolytica"	"Breznakibacter xylanolyticus"	"Haack et al., 1993"	3
"Cytoplea myricae"	"Phoma myricae"	"Petr et al., 1927"	2
